seq,ms,raw_freq_hz,tracked_freq_hz,raw_confidence,tracked_confidence,envelope,attack,gate,pitch_valid,onset,input_peak,input_rms,filtered_peak,filtered_rms,c1_freq,c1_score,c2_freq,c2_score,c3_freq,c3_score,c4_freq,c4_score
12670,135178, 55.55, 55.50, 0.994, 0.995, 0.779319, 0.464035,1,1,0, 0.999999, 0.566571, 0.941904, 0.514077, 55.55, 0.994, 112.14, 0.089, 36.47, 0.065, 0.00, 0.000
12671,135189, 55.55, 55.54, 0.993, 0.994, 0.740962, 0.325186,1,1,0, 0.999999, 0.419762, 0.820781, 0.340402, 55.55, 0.993, 35.60, 0.293, 104.34, 0.165, 0.00, 0.000
12672,135200, 55.55, 55.55, 0.994, 0.995, 0.755055, 0.349325,1,1,0, 0.921904, 0.393945, 0.928059, 0.407021, 55.55, 0.994, 35.92, 0.164, 107.14, 0.155, 0.00, 0.000
12673,135210, 55.55, 55.55, 0.997, 0.998, 0.804232, 0.429407,1,1,0, 0.999999, 0.553589, 0.909944, 0.513378, 55.55, 0.997, 111.11, 0.150, 36.69, 0.145, 0.00, 0.000
12674,135221, 55.55, 55.55, 0.996, 0.997, 0.716587, 0.300920,1,1,0, 0.402067, 0.125338, 0.288593, 0.119438, 55.55, 0.996, 36.58, 0.153, 110.09, 0.146, 0.00, 0.000
12675,135232, 55.55, 55.55, 0.998, 0.999, 0.776875, 0.455925,1,1,0, 0.999999, 0.559486, 0.927075, 0.511191, 55.55, 0.998, 113.20, 0.136, 37.50, 0.087, 0.00, 0.000
12676,135242, 55.55, 55.55, 0.998, 0.998, 0.732160, 0.319503,1,1,0, 0.999999, 0.425359, 0.793342, 0.338981, 55.55, 0.998, 35.60, 0.346, 104.34, 0.222, 0.00, 0.000
12677,135253, 55.55, 55.55, 0.999, 0.999, 0.749201, 0.394145,1,1,0, 0.835519, 0.375503, 0.920661, 0.406734, 55.55, 0.999, 36.69, 0.234, 110.09, 0.209, 0.00, 0.000
12678,135264, 55.55, 55.55, 0.999, 0.999, 0.812882, 0.519282,1,1,0, 0.999999, 0.539598, 0.930966, 0.500211, 55.55, 0.999, 110.09, 0.189, 36.92, 0.184, 0.00, 0.000
12679,135274, 55.55, 55.55, 0.999, 0.999, 0.729280, 0.363902,1,1,0, 0.644033, 0.209184, 0.598003, 0.180956, 55.55, 0.999, 110.09, 0.187, 36.80, 0.185, 0.00, 0.000
12680,135285, 55.55, 55.55, 0.999, 0.999, 0.781193, 0.422788,1,1,0, 0.999999, 0.558830, 0.917961, 0.508180, 55.55, 0.999, 113.20, 0.164, 37.38, 0.120, 0.00, 0.000
12681,135296, 55.55, 55.55, 0.999, 0.999, 0.743747, 0.315739,1,1,0, 0.999999, 0.364183, 0.818046, 0.316933, 55.55, 0.999, 35.29, 0.333, 104.34, 0.226, 0.00, 0.000
12682,135306, 55.55, 55.55, 0.999, 0.999, 0.752095, 0.356433,1,1,0, 0.999999, 0.440877, 0.903980, 0.434477, 55.55, 0.999, 37.03, 0.315, 111.11, 0.256, 0.00, 0.000
12683,135317, 55.55, 55.55, 0.999, 0.999, 0.800584, 0.471212,1,1,0, 0.999999, 0.504066, 0.908119, 0.460894, 55.55, 0.999, 110.09, 0.220, 36.58, 0.218, 0.00, 0.000
12684,135328, 55.55, 55.55, 0.999, 0.999, 0.726521, 0.330216,1,1,0, 0.777335, 0.278611, 0.833971, 0.265240, 55.55, 0.999, 110.09, 0.224, 36.80, 0.224, 0.00, 0.000
12685,135338, 55.55, 55.55, 0.999, 0.999, 0.776691, 0.376902,1,1,0, 0.999999, 0.556623, 0.889954, 0.502809, 55.55, 0.999, 113.20, 0.208, 37.38, 0.181, 0.00, 0.000
12686,135349, 55.55, 55.55, 0.999, 0.999, 0.715797, 0.328302,1,1,0, 0.999999, 0.281078, 0.809693, 0.264888, 55.55, 0.999, 34.88, 0.325, 104.34, 0.226, 0.00, 0.000
12687,135360, 55.55, 55.55, 0.999, 0.999, 0.745193, 0.316604,1,1,0, 0.999999, 0.499619, 0.880990, 0.468724, 55.55, 0.999, 37.38, 0.374, 113.20, 0.302, 0.00, 0.000
12688,135370, 55.55, 55.55, 0.999, 0.999, 0.749003, 0.374495,1,1,0, 0.999999, 0.463842, 0.856110, 0.409370, 55.55, 0.999, 36.25, 0.298, 108.10, 0.269, 0.00, 0.000
12689,135381, 55.55, 55.55, 0.999, 0.999, 0.718257, 0.268122,1,1,0, 0.765539, 0.344730, 0.867939, 0.345341, 55.55, 0.999, 110.09, 0.254, 36.92, 0.248, 0.00, 0.000
12690,135392, 55.55, 55.55, 0.999, 0.999, 0.765293, 0.328504,1,1,0, 0.999999, 0.546750, 0.860377, 0.496218, 55.55, 0.999, 113.20, 0.259, 37.38, 0.251, 0.00, 0.000
12691,135402, 55.55, 55.55, 0.999, 0.999, 0.693964, 0.230209,1,1,0, 0.598605, 0.223593, 0.516805, 0.224620, 55.55, 0.999, 34.78, 0.291, 106.19, 0.240, 0.00, 0.000
12692,135413, 55.55, 55.55, 0.999, 0.999, 0.735755, 0.292991,1,1,0, 0.999999, 0.532901, 0.848287, 0.486621, 55.55, 0.999, 37.50, 0.367, 114.28, 0.319, 0.00, 0.000
12693,135424, 55.55, 55.55, 0.999, 0.999, 0.728688, 0.395860,1,1,0, 0.999999, 0.443869, 0.833470, 0.377076, 55.55, 0.999, 35.92, 0.420, 107.14, 0.335, 0.00, 0.000
12694,135434, 55.55, 55.55, 0.999, 0.999, 0.711763, 0.277410,1,1,0, 0.738453, 0.381671, 0.849434, 0.394823, 55.55, 0.999, 111.11, 0.281, 37.03, 0.272, 0.00, 0.000
12695,135445, 55.55, 55.55, 0.999, 0.999, 0.754982, 0.353375,1,1,0, 0.999999, 0.532383, 0.833275, 0.488011, 55.55, 0.999, 112.14, 0.296, 37.26, 0.294, 0.00, 0.000
12696,135456, 55.55, 55.55, 0.999, 0.999, 0.685549, 0.247638,1,1,0, 0.406481, 0.239435, 0.402813, 0.230235, 55.55, 0.999, 109.09, 0.276, 35.92, 0.266, 0.00, 0.000
12697,135466, 55.55, 55.55, 0.999, 0.999, 0.722553, 0.337596,1,1,0, 0.999999, 0.535137, 0.837323, 0.482825, 55.55, 0.999, 37.50, 0.315, 113.20, 0.313, 0.00, 0.000
12698,135477, 55.55, 55.55, 0.999, 0.999, 0.726276, 0.450349,1,1,0, 0.999999, 0.448698, 0.837825, 0.378744, 55.55, 0.999, 35.92, 0.524, 107.14, 0.394, 0.00, 0.000
12699,135488, 55.55, 55.55, 0.999, 0.999, 0.704484, 0.315595,1,1,0, 0.696890, 0.390883, 0.813184, 0.411007, 55.55, 0.999, 111.11, 0.319, 37.03, 0.314, 0.00, 0.000
12700,135498, 55.55, 55.55, 0.999, 0.999, 0.739166, 0.392957,1,1,0, 0.999999, 0.509930, 0.833705, 0.473126, 55.55, 0.999, 112.14, 0.319, 37.03, 0.310, 0.00, 0.000
12701,135509, 55.55, 55.55, 0.999, 0.999, 0.675600, 0.275376,1,1,0, 0.488055, 0.286973, 0.437511, 0.262913, 55.55, 0.999, 36.47, 0.324, 109.09, 0.323, 0.00, 0.000
12702,135520, 55.55, 55.55, 0.999, 0.999, 0.710382, 0.386004,1,1,0, 0.999999, 0.530875, 0.844334, 0.472267, 55.55, 0.999, 113.20, 0.307, 37.50, 0.265, 0.00, 0.000
12703,135530, 55.55, 55.55, 0.999, 0.999, 0.726332, 0.488075,1,1,0, 0.999999, 0.443035, 0.841284, 0.393127, 55.55, 0.999, 35.92, 0.549, 106.19, 0.421, 0.00, 0.000
12704,135541, 55.55, 55.55, 0.999, 0.999, 0.693562, 0.342033,1,1,0, 0.636075, 0.409729, 0.769554, 0.416028, 55.55, 0.999, 37.03, 0.406, 111.11, 0.377, 0.00, 0.000
12705,135552, 55.55, 55.55, 0.999, 0.999, 0.716896, 0.382255,1,1,0, 0.999393, 0.482527, 0.822512, 0.450678, 55.55, 0.999, 111.11, 0.339, 36.92, 0.319, 0.00, 0.000
12706,135562, 55.55, 55.55, 0.999, 0.999, 0.661637, 0.267877,1,1,0, 0.536708, 0.336819, 0.501055, 0.306936, 55.55, 0.999, 36.47, 0.381, 109.09, 0.366, 0.00, 0.000
12707,135573, 55.55, 55.55, 0.999, 0.999, 0.686004, 0.365591,1,1,0, 0.981485, 0.521255, 0.820413, 0.458770, 55.55, 0.999, 113.20, 0.333, 37.50, 0.284, 0.00, 0.000
12708,135584, 55.55, 55.55, 0.999, 0.999, 0.701229, 0.473644,1,1,0, 0.965441, 0.406111, 0.811345, 0.381607, 55.55, 0.999, 35.82, 0.513, 106.19, 0.420, 0.00, 0.000
12709,135594, 55.55, 55.55, 0.999, 0.999, 0.666586, 0.331920,1,1,0, 0.858185, 0.443908, 0.716948, 0.428435, 55.55, 0.999, 37.15, 0.521, 112.14, 0.442, 0.00, 0.000
12710,135605, 55.55, 55.55, 0.999, 0.999, 0.682051, 0.366981,1,1,0, 0.937604, 0.452331, 0.782283, 0.419401, 55.55, 0.999, 110.09, 0.368, 36.80, 0.349, 0.00, 0.000
12711,135616, 55.55, 55.55, 0.999, 0.999, 0.635200, 0.257173,1,1,0, 0.560890, 0.374526, 0.611130, 0.346778, 55.55, 0.999, 36.69, 0.394, 110.09, 0.391, 0.00, 0.000
12712,135626, 55.55, 55.55, 0.999, 0.999, 0.658022, 0.324684,1,1,0, 0.925873, 0.511346, 0.773229, 0.451660, 55.55, 0.999, 113.20, 0.385, 37.50, 0.367, 0.00, 0.000
12713,135637, 55.55, 55.55, 0.999, 0.999, 0.643742, 0.448465,1,1,0, 0.914772, 0.347892, 0.772007, 0.343747, 55.55, 0.999, 35.50, 0.463, 106.19, 0.404, 0.00, 0.000
12714,135648, 55.55, 55.55, 0.999, 0.999, 0.640544, 0.314692,1,1,0, 0.929958, 0.485062, 0.777440, 0.449872, 55.55, 0.999, 37.38, 0.585, 113.20, 0.490, 0.00, 0.000
12715,135658, 55.55, 55.55, 0.999, 0.999, 0.649894, 0.361821,1,1,0, 0.896974, 0.432017, 0.752284, 0.391882, 55.55, 0.999, 36.47, 0.428, 109.09, 0.417, 0.00, 0.000
12716,135669, 55.55, 55.55, 0.999, 0.999, 0.610483, 0.253556,1,1,0, 0.560683, 0.400962, 0.643719, 0.380446, 55.55, 0.999, 111.11, 0.405, 36.92, 0.389, 0.00, 0.000
12717,135680, 55.55, 55.55, 0.999, 0.999, 0.634606, 0.334319,1,1,0, 0.880743, 0.491548, 0.747038, 0.444062, 55.55, 0.999, 37.38, 0.432, 113.20, 0.430, 0.00, 0.000
12718,135690, 55.55, 55.55, 0.999, 0.999, 0.589676, 0.234284,1,1,0, 0.604376, 0.325887, 0.571340, 0.320841, 55.55, 0.999, 35.19, 0.422, 108.10, 0.402, 0.00, 0.000
12719,135701, 55.55, 55.55, 0.999, 0.999, 0.614497, 0.299742,1,1,0, 0.862076, 0.502517, 0.738947, 0.452592, 55.55, 0.999, 37.50, 0.576, 114.28, 0.502, 0.00, 0.000
12720,135712, 55.55, 55.55, 0.999, 0.999, 0.623477, 0.331944,1,1,0, 0.838340, 0.429836, 0.714760, 0.387782, 55.55, 0.999, 36.25, 0.555, 108.10, 0.484, 0.00, 0.000
12721,135722, 55.55, 55.55, 0.999, 0.999, 0.591090, 0.232619,1,1,0, 0.610122, 0.422331, 0.589377, 0.407540, 55.55, 0.999, 111.11, 0.424, 37.03, 0.400, 0.00, 0.000
12722,135733, 55.55, 55.55, 0.999, 0.999, 0.608288, 0.296720,1,1,0, 0.819351, 0.456640, 0.704193, 0.425165, 55.55, 0.999, 37.26, 0.459, 112.14, 0.457, 0.00, 0.000
12723,135744, 55.55, 55.55, 0.999, 0.999, 0.568881, 0.207935,1,1,0, 0.619450, 0.359801, 0.591580, 0.339067, 55.55, 0.999, 109.09, 0.435, 36.25, 0.398, 0.00, 0.000
12724,135754, 55.55, 55.55, 0.999, 0.999, 0.586348, 0.255026,1,1,0, 0.805876, 0.488445, 0.691332, 0.428799, 55.55, 0.999, 37.50, 0.504, 113.20, 0.481, 0.00, 0.000
12725,135765, 55.55, 55.55, 0.999, 0.999, 0.594652, 0.280391,1,1,0, 0.771506, 0.435534, 0.668321, 0.400575, 55.55, 0.999, 36.14, 0.665, 107.14, 0.543, 0.00, 0.000
12726,135776, 55.55, 55.55, 0.999, 0.999, 0.582742, 0.196492,1,1,0, 0.644954, 0.432890, 0.612052, 0.419084, 55.55, 0.999, 111.11, 0.457, 37.03, 0.441, 0.00, 0.000
12727,135786, 55.55, 55.55, 0.999, 0.999, 0.584582, 0.210250,1,1,0, 0.757509, 0.418809, 0.651662, 0.398404, 55.55, 0.999, 112.14, 0.470, 37.15, 0.460, 0.00, 0.000
12728,135797, 55.55, 55.55, 0.999, 0.999, 0.567590, 0.147339,1,1,0, 0.650898, 0.401210, 0.614427, 0.370227, 55.55, 0.999, 110.09, 0.480, 36.58, 0.463, 0.00, 0.000
12729,135808, 55.55, 55.55, 0.999, 0.999, 0.569292, 0.168800,1,1,0, 0.763092, 0.474425, 0.641086, 0.405460, 55.55, 0.999, 112.14, 0.466, 37.38, 0.430, 0.00, 0.000
12730,135818, 55.55, 55.55, 0.999, 0.999, 0.581896, 0.134680,1,1,0, 0.731450, 0.430189, 0.634372, 0.413566, 55.55, 0.999, 36.14, 0.698, 107.14, 0.570, 0.00, 0.000
12731,135829, 55.55, 55.55, 0.999, 0.999, 0.590675, 0.207867,1,1,0, 0.660970, 0.438237, 0.643076, 0.418127, 55.55, 0.999, 37.03, 0.528, 112.14, 0.511, 0.00, 0.000
12732,135840, 55.55, 55.55, 0.999, 0.999, 0.571182, 0.145669,1,1,0, 0.727539, 0.389245, 0.610984, 0.371214, 55.55, 0.999, 111.11, 0.480, 37.03, 0.453, 0.00, 0.000
12733,135850, 55.55, 55.55, 0.999, 0.999, 0.575452, 0.190664,1,1,0, 0.675428, 0.426982, 0.641865, 0.393381, 55.55, 0.999, 110.09, 0.511, 36.69, 0.504, 0.00, 0.000
12734,135861, 55.55, 55.55, 0.999, 0.999, 0.559753, 0.133613,1,1,0, 0.727383, 0.465617, 0.607445, 0.393651, 55.55, 0.999, 112.14, 0.483, 37.38, 0.440, 0.00, 0.000
12735,135872, 55.55, 55.55, 0.999, 0.999, 0.577486, 0.207552,1,1,0, 0.698997, 0.406167, 0.660670, 0.407189, 55.55, 0.999, 36.14, 0.653, 108.10, 0.564, 0.00, 0.000
12736,135882, 55.55, 55.55, 0.999, 0.999, 0.600563, 0.282116,1,1,0, 0.692897, 0.450100, 0.665192, 0.420408, 55.55, 0.999, 37.15, 0.633, 112.14, 0.570, 0.00, 0.000
12737,135893, 55.55, 55.55, 0.999, 0.999, 0.567339, 0.197701,1,1,0, 0.688757, 0.376376, 0.587615, 0.353406, 55.55, 0.999, 110.09, 0.508, 36.80, 0.485, 0.00, 0.000
12738,135904, 55.55, 55.55, 0.999, 0.999, 0.587506, 0.255358,1,1,0, 0.704369, 0.443460, 0.666707, 0.409464, 55.55, 0.999, 110.09, 0.527, 36.80, 0.506, 0.00, 0.000
12739,135914, 55.55, 55.55, 0.999, 0.999, 0.559785, 0.178949,1,1,0, 0.716006, 0.450208, 0.573837, 0.388965, 55.55, 0.999, 113.20, 0.527, 37.38, 0.512, 0.00, 0.000
12740,135925, 55.55, 55.55, 0.999, 0.999, 0.579984, 0.252352,1,1,0, 0.630407, 0.383924, 0.675456, 0.388135, 55.55, 0.999, 36.14, 0.586, 108.10, 0.546, 0.00, 0.000
12741,135936, 55.55, 55.55, 0.999, 0.999, 0.608469, 0.326400,1,1,0, 0.721544, 0.454241, 0.679954, 0.416275, 55.55, 0.999, 37.26, 0.696, 112.14, 0.611, 0.00, 0.000
12742,135946, 55.55, 55.55, 0.999, 0.999, 0.573052, 0.228735,1,1,0, 0.644237, 0.383008, 0.627020, 0.355190, 55.55, 0.999, 36.69, 0.565, 110.09, 0.554, 0.00, 0.000
12743,135957, 55.55, 55.55, 0.999, 0.999, 0.596556, 0.268483,1,1,0, 0.726352, 0.450634, 0.671467, 0.415183, 55.55, 0.999, 111.11, 0.535, 36.92, 0.494, 0.00, 0.000
12744,135968, 55.55, 55.55, 0.999, 0.999, 0.566627, 0.188148,1,1,0, 0.740756, 0.421277, 0.558835, 0.381106, 55.55, 0.999, 113.20, 0.565, 37.38, 0.561, 0.00, 0.000
12745,135978, 55.55, 55.55, 0.999, 0.999, 0.590722, 0.254856,1,1,0, 0.687542, 0.396808, 0.682152, 0.387945, 55.55, 0.999, 36.14, 0.545, 109.09, 0.544, 0.00, 0.000
12746,135989, 55.55, 55.55, 0.999, 0.999, 0.585073, 0.315427,1,1,0, 0.726191, 0.437087, 0.675287, 0.390481, 55.55, 0.999, 37.26, 0.696, 113.20, 0.623, 0.00, 0.000
12747,136000, 55.55, 55.55, 0.999, 0.999, 0.582075, 0.223034,1,1,0, 0.645183, 0.405794, 0.684266, 0.381576, 55.55, 0.999, 36.47, 0.656, 109.09, 0.608, 0.00, 0.000
12748,136010, 55.55, 55.55, 0.999, 0.999, 0.605852, 0.269924,1,1,0, 0.732010, 0.454529, 0.678040, 0.416367, 55.55, 0.999, 111.11, 0.556, 37.03, 0.513, 0.00, 0.000
12749,136021, 55.55, 55.55, 0.999, 0.999, 0.571141, 0.189157,1,1,0, 0.720868, 0.367931, 0.564505, 0.352842, 55.55, 0.999, 112.14, 0.580, 37.26, 0.565, 0.00, 0.000
12750,136032, 55.55, 55.55, 0.999, 0.999, 0.601663, 0.269309,1,1,0, 0.743060, 0.442033, 0.692820, 0.415847, 55.55, 0.999, 110.09, 0.569, 36.58, 0.548, 0.00, 0.000
12751,136042, 55.55, 55.55, 0.999, 0.999, 0.566198, 0.188726,1,1,0, 0.736406, 0.410928, 0.571068, 0.350503, 55.55, 0.999, 37.26, 0.646, 112.14, 0.610, 0.00, 0.000
12752,136053, 55.55, 55.55, 0.999, 0.999, 0.590804, 0.231995,1,1,0, 0.651631, 0.421584, 0.692926, 0.410741, 55.55, 0.999, 36.36, 0.734, 108.10, 0.655, 0.00, 0.000
12753,136064, 55.55, 55.55, 0.999, 0.999, 0.617433, 0.299155,1,1,0, 0.735234, 0.458934, 0.693024, 0.419476, 55.55, 0.999, 111.11, 0.595, 37.03, 0.574, 0.00, 0.000
12754,136074, 55.55, 55.55, 0.999, 0.999, 0.575789, 0.209641,1,1,0, 0.564496, 0.313757, 0.483142, 0.314255, 55.55, 0.999, 111.11, 0.587, 37.15, 0.550, 0.00, 0.000
12755,136085, 55.55, 55.55, 0.999, 0.999, 0.608575, 0.285209,1,1,0, 0.734849, 0.476242, 0.698870, 0.441248, 55.55, 0.999, 110.09, 0.604, 36.80, 0.595, 0.00, 0.000
12756,136096, 55.55, 55.55, 0.999, 0.999, 0.568154, 0.199869,1,1,0, 0.733562, 0.395853, 0.577561, 0.323662, 55.55, 0.999, 112.14, 0.599, 37.15, 0.587, 0.00, 0.000
12757,136106, 55.55, 55.55, 0.999, 0.999, 0.594340, 0.248169,1,1,0, 0.643823, 0.418238, 0.696060, 0.422122, 55.55, 0.999, 36.36, 0.781, 108.10, 0.679, 0.00, 0.000
12758,136117, 55.55, 55.55, 0.999, 0.999, 0.620593, 0.323205,1,1,0, 0.735468, 0.451759, 0.696254, 0.413626, 55.55, 0.999, 37.15, 0.648, 111.11, 0.640, 0.00, 0.000
12759,136128, 55.55, 55.55, 0.999, 0.999, 0.576106, 0.226495,1,1,0, 0.538020, 0.302723, 0.472460, 0.298413, 55.55, 0.999, 111.11, 0.600, 37.03, 0.553, 0.00, 0.000
12760,136138, 55.55, 55.55, 0.999, 0.999, 0.610402, 0.296341,1,1,0, 0.742911, 0.482940, 0.699204, 0.444676, 55.55, 0.999, 110.09, 0.623, 36.92, 0.615, 0.00, 0.000
12761,136149, 55.55, 55.55, 0.999, 0.999, 0.571178, 0.207670,1,1,0, 0.730121, 0.394481, 0.581400, 0.327716, 55.55, 0.999, 111.11, 0.613, 37.15, 0.587, 0.00, 0.000
12762,136160, 55.55, 55.55, 0.999, 0.999, 0.596547, 0.258675,1,1,0, 0.645015, 0.407081, 0.693674, 0.414852, 55.55, 0.999, 36.47, 0.754, 109.09, 0.678, 0.00, 0.000
12763,136170, 55.55, 55.55, 0.999, 0.999, 0.619827, 0.297282,1,1,0, 0.738029, 0.436587, 0.683518, 0.401328, 55.55, 0.999, 37.15, 0.721, 112.14, 0.682, 0.00, 0.000
12764,136181, 55.55, 55.55, 0.999, 0.999, 0.575914, 0.208329,1,1,0, 0.626849, 0.326457, 0.545315, 0.309929, 55.55, 0.999, 111.11, 0.626, 37.03, 0.593, 0.00, 0.000
12765,136192, 55.55, 55.55, 0.999, 0.999, 0.610484, 0.278567,1,1,0, 0.739958, 0.475736, 0.687913, 0.433906, 55.55, 0.999, 111.11, 0.625, 36.92, 0.599, 0.00, 0.000
12766,136202, 55.55, 55.55, 0.954, 0.967, 0.559595, 0.195214,1,1,0, 0.464431, 0.248526, 0.501465, 0.249446, 55.55, 0.954, 112.14, 0.604, 37.15, 0.556, 0.00, 0.000
12767,136213, 55.29, 55.44, 0.834, 0.880, 0.504436, 0.136802,1,1,0, 0.322273, 0.160404, 0.268948, 0.137479, 55.29, 0.834, 36.92, 0.683, 110.09, 0.601, 0.00, 0.000
12768,136224, 30.30, 55.82, 0.958, 0.584, 0.466625, 0.095868,1,1,0, 0.459598, 0.269063, 0.361786, 0.226796, 30.30, 0.958, 117.64, 0.537, 56.33, 0.498, 39.34, 0.358
12769,136234, 41.66, 55.82, 0.471, 0.526, 0.421469, 0.067182,1,1,0, 0.247693, 0.147575, 0.172672, 0.114584, 41.66, 0.471, 31.57, 0.393, 57.69, 0.334, 127.65, 0.032
12770,136245, 48.38, 52.69, 0.551, 0.521, 0.376311, 0.047080,1,1,0, 0.154573, 0.085431, 0.120524, 0.067746, 48.38, 0.551, 64.51, 0.223, 157.89, 0.007, 0.00, 0.000
12771,136256, 54.79, 53.57, 0.627, 0.626, 0.333312, 0.032992,1,1,0, 0.068320, 0.039068, 0.074205, 0.040714, 54.79, 0.627, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12772,136266, 56.87, 54.96, 0.745, 0.735, 0.294781, 0.023120,1,1,0, 0.057515, 0.029503, 0.044567, 0.027426, 56.87, 0.745, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12773,136277, 57.14, 55.87, 0.776, 0.780, 0.261506, 0.016202,1,1,0, 0.068923, 0.042175, 0.043210, 0.029813, 57.14, 0.776, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12774,136288, 48.58, 55.11, 0.755, 0.751, 0.231178, 0.011354,1,1,0, 0.032552, 0.018825, 0.028362, 0.019962, 48.58, 0.755, 54.05, 0.738, 0.00, 0.000, 0.00, 0.000
12775,136298, 55.04, 55.08, 0.759, 0.783, 0.204281, 0.007956,1,1,0, 0.041262, 0.021863, 0.029726, 0.016978, 55.04, 0.759, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12776,136309, 55.55, 55.28, 0.845, 0.863, 0.179995, 0.005576,1,1,0, 0.024269, 0.013065, 0.025766, 0.011869, 55.55, 0.845, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12777,136320, 68.18, 46.50, 0.717, 0.646, 0.158715, 0.003907,1,1,0, 0.032312, 0.015433, 0.021353, 0.011011, 68.18, 0.717, 34.38, 0.629, 56.87, 0.521, 32.08, 0.469
12778,136330, 31.74, 41.41, 0.745, 0.704, 0.139861, 0.002738,1,1,0, 0.024017, 0.010697, 0.018232, 0.009074, 31.74, 0.745, 34.38, 0.700, 71.00, 0.599, 57.69, 0.072
12779,136341, 73.61, 41.41, 0.472, 0.633, 0.123281, 0.001918,1,1,0, 0.020593, 0.010168, 0.014316, 0.007881, 73.61, 0.472, 37.50, 0.335, 266.66, 0.159, 0.00, 0.000
12780,136352, 37.38, 39.72, 0.471, 0.488, 0.108665, 0.001344,1,1,0, 0.016764, 0.009297, 0.014228, 0.007411, 37.38, 0.471, 44.44, 0.356, 73.61, 0.332, 240.00, 0.247
12781,136362, 73.17, 53.76, 0.590, 0.569, 0.095802, 0.000942,1,1,0, 0.015244, 0.005780, 0.012476, 0.006382, 73.17, 0.590, 106.19, 0.301, 230.76, 0.290, 44.11, 0.186
12782,136373, 73.17, 46.74, 0.708, 0.663, 0.084502, 0.000660,1,1,0, 0.015315, 0.006488, 0.014149, 0.006174, 73.17, 0.708, 37.03, 0.642, 31.74, 0.431, 55.81, 0.346
12783,136384, 37.26, 42.76, 0.713, 0.722, 0.074757, 0.000462,1,1,0, 0.018729, 0.008334, 0.018350, 0.007836, 37.26, 0.713, 73.61, 0.669, 45.11, 0.410, 56.07, 0.351
12784,136394, 37.26, 40.45, 0.801, 0.813, 0.066318, 0.000324,1,1,0, 0.020241, 0.009298, 0.014223, 0.008029, 37.26, 0.801, 73.61, 0.686, 230.76, 0.316, 44.60, 0.237
12785,136405, 73.17, 38.92, 0.791, 0.742, 0.058676, 0.000227,1,1,0, 0.016752, 0.006966, 0.013842, 0.006580, 73.17, 0.791, 36.80, 0.693, 55.55, 0.305, 230.76, 0.258
12786,136416, 37.15, 38.17, 0.831, 0.878, 0.052007, 0.000159,1,1,0, 0.014299, 0.006606, 0.013853, 0.005952, 37.15, 0.831, 73.61, 0.809, 31.74, 0.506, 56.07, 0.408
12787,136426, 37.26, 37.79, 0.832, 0.879, 0.046433, 0.000111,1,1,0, 0.019420, 0.009111, 0.016892, 0.008557, 37.26, 0.832, 73.61, 0.811, 44.77, 0.262, 56.07, 0.222
12788,136437, 73.61, 37.52, 0.825, 0.793, 0.041262, 0.000078,1,1,0, 0.016212, 0.006322, 0.013598, 0.005918, 73.61, 0.825, 37.15, 0.713, 44.60, 0.433, 230.76, 0.325
12789,136448, 73.61, 37.32, 0.781, 0.834, 0.036865, 0.000054,1,1,0, 0.016285, 0.008175, 0.013272, 0.007038, 73.61, 0.781, 37.03, 0.769, 230.76, 0.348, 55.55, 0.338
12790,136458, 73.61, 37.32, 0.599, 0.750, 0.044464, 0.121994,1,1,0, 0.103527, 0.023926, 0.079356, 0.018948, 73.61, 0.599, 36.25, 0.339, 38.83, 0.276, 57.69, 0.070
12791,136469, 68.18, 37.32, 0.618, 0.675, 0.094521, 0.108376,1,1,0, 0.151109, 0.095031, 0.110568, 0.076557, 68.18, 0.618, 32.34, 0.402, 34.48, 0.377, 0.00, 0.000
12792,136480, 54.29, 37.32, 0.452, 0.608, 0.088185, 0.075948,1,1,0, 0.115414, 0.082448, 0.086149, 0.050079, 54.29, 0.452, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12793,136490, 44.28, 40.24, 0.638, 0.598, 0.082934, 0.053222,1,1,0, 0.092934, 0.067425, 0.083772, 0.051841, 44.28, 0.638, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12794,136501, 41.52, 40.78, 0.915, 0.904, 0.074084, 0.037297,1,1,0, 0.015891, 0.008063, 0.035443, 0.015279, 41.52, 0.915, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
12795,136512, 30.84, 36.60, 0.849, 0.797, 0.066742, 0.026137,1,1,0, 0.033363, 0.022075, 0.026945, 0.016264, 30.84, 0.849, 55.29, 0.137, 0.00, 0.000, 0.00, 0.000
12796,136522, 31.91, 34.63, 0.882, 0.849, 0.059484, 0.018316,1,1,0, 0.022161, 0.011171, 0.023089, 0.010934, 31.91, 0.882, 66.66, 0.167, 0.00, 0.000, 0.00, 0.000
12797,136533, 36.69, 35.50, 0.490, 0.543, 0.052944, 0.012835,1,1,0, 0.026344, 0.012708, 0.016467, 0.008353, 36.69, 0.490, 74.53, 0.422, 0.00, 0.000, 0.00, 0.000
