seq,ms,raw_freq_hz,tracked_freq_hz,raw_confidence,tracked_confidence,envelope,attack,gate,pitch_valid,onset,input_peak,input_rms,filtered_peak,filtered_rms,c1_freq,c1_score,c2_freq,c2_score,c3_freq,c3_score,c4_freq,c4_score
23016,245536, 41.23, 41.23, 0.999, 0.999, 0.456809, 0.240934,1,1,0, 0.446298, 0.127793, 0.309160, 0.119546, 41.23, 0.999, 80.00, 0.362, 0.00, 0.000, 0.00, 0.000
23017,245546, 41.09, 41.17, 0.992, 0.994, 0.419217, 0.168842,1,1,0, 0.472006, 0.254486, 0.436689, 0.180704, 41.09, 0.992, 83.33, 0.377, 0.00, 0.000, 0.00, 0.000
23018,245557, 41.09, 41.14, 0.996, 0.997, 0.452099, 0.173364,1,1,0, 0.544437, 0.281491, 0.522776, 0.279456, 41.09, 0.996, 82.75, 0.411, 0.00, 0.000, 0.00, 0.000
23019,245568, 41.52, 41.30, 0.980, 0.985, 0.411551, 0.121490,1,1,0, 0.453884, 0.201386, 0.267337, 0.149085, 41.52, 0.980, 84.50, 0.486, 0.00, 0.000, 0.00, 0.000
23020,245578, 41.09, 41.21, 0.988, 0.991, 0.421557, 0.118658,1,1,0, 0.468744, 0.292354, 0.473374, 0.264912, 41.09, 0.988, 80.53, 0.512, 0.00, 0.000, 0.00, 0.000
23021,245589, 40.95, 41.10, 0.991, 0.993, 0.380531, 0.083153,1,1,0, 0.217353, 0.096456, 0.193560, 0.102964, 40.95, 0.991, 82.19, 0.505, 0.00, 0.000, 0.00, 0.000
23022,245600, 41.23, 41.19, 0.997, 0.998, 0.455782, 0.262145,1,1,1, 0.513556, 0.375422, 0.516714, 0.317763, 41.23, 0.997, 82.19, 0.462, 0.00, 0.000, 0.00, 0.000
23023,245610, 41.37, 41.32, 0.998, 0.998, 0.410213, 0.183706,1,1,0, 0.121113, 0.075606, 0.146980, 0.099911, 41.37, 0.998, 82.19, 0.442, 0.00, 0.000, 0.00, 0.000
23024,245621, 40.95, 41.06, 0.996, 0.997, 0.440339, 0.217250,1,1,0, 0.482434, 0.297344, 0.483791, 0.260423, 40.95, 0.996, 83.91, 0.460, 0.00, 0.000, 0.00, 0.000
23025,245632, 41.09, 41.08, 0.994, 0.995, 0.403413, 0.152244,1,1,0, 0.481868, 0.188825, 0.463400, 0.169081, 41.09, 0.994, 81.63, 0.505, 0.00, 0.000, 0.00, 0.000
23026,245642, 41.37, 41.29, 0.986, 0.990, 0.372891, 0.106689,1,1,0, 0.488111, 0.263939, 0.295147, 0.179689, 41.37, 0.986, 83.33, 0.583, 0.00, 0.000, 0.00, 0.000
23027,245653, 41.09, 41.15, 0.990, 0.993, 0.383977, 0.124876,1,1,0, 0.421998, 0.222249, 0.440875, 0.239923, 41.09, 0.990, 81.63, 0.619, 0.00, 0.000, 0.00, 0.000
23028,245664, 41.09, 41.11, 0.981, 0.986, 0.352105, 0.087511,1,1,0, 0.401859, 0.177442, 0.288847, 0.149912, 41.09, 0.981, 83.91, 0.571, 0.00, 0.000, 0.00, 0.000
23029,245674, 41.52, 41.39, 0.998, 0.998, 0.408126, 0.216268,1,1,1, 0.502780, 0.321229, 0.467985, 0.276663, 41.52, 0.998, 81.63, 0.545, 0.00, 0.000, 0.00, 0.000
23030,245685, 41.37, 41.38, 0.987, 0.991, 0.367992, 0.151556,1,1,0, 0.145542, 0.083404, 0.175088, 0.102648, 41.37, 0.987, 82.19, 0.509, 0.00, 0.000, 0.00, 0.000
23031,245696, 40.95, 41.08, 0.976, 0.983, 0.341885, 0.106207,1,1,0, 0.338253, 0.200754, 0.284422, 0.175413, 40.95, 0.976, 82.19, 0.528, 0.00, 0.000, 0.00, 0.000
23032,245706, 41.23, 41.19, 0.962, 0.973, 0.303292, 0.074428,1,1,0, 0.128398, 0.061811, 0.073595, 0.039635, 41.23, 0.962, 82.75, 0.556, 0.00, 0.000, 0.00, 0.000
23033,245717, 42.70, 42.25, 0.842, 0.886, 0.274570, 0.052157,1,1,0, 0.143220, 0.087567, 0.120515, 0.077540, 42.70, 0.842, 86.33, 0.505, 0.00, 0.000, 0.00, 0.000
23034,245728, 42.10, 42.14, 0.820, 0.870, 0.244844, 0.036551,1,1,0, 0.083116, 0.050989, 0.105782, 0.043205, 42.10, 0.820, 86.95, 0.227, 0.00, 0.000, 0.00, 0.000
23035,245738, 30.53, 34.01, 0.807, 0.844, 0.218383, 0.025614,1,1,0, 0.093403, 0.052345, 0.066075, 0.037598, 30.53, 0.807, 38.96, 0.441, 49.38, 0.404, 164.38, 0.050
23036,245749, 42.70, 40.09, 0.824, 0.873, 0.194450, 0.017949,1,1,0, 0.070999, 0.044316, 0.077734, 0.038435, 42.70, 0.824, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23037,245760, 52.86, 44.09, 0.728, 0.733, 0.174533, 0.012578,1,1,0, 0.062803, 0.042335, 0.063047, 0.039421, 52.86, 0.728, 45.80, 0.669, 0.00, 0.000, 0.00, 0.000
23038,245770, 52.17, 49.74, 0.849, 0.891, 0.154803, 0.008815,1,1,0, 0.038997, 0.020961, 0.044469, 0.019334, 52.17, 0.849, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23039,245781, 54.05, 51.55, 0.858, 0.898, 0.137324, 0.006177,1,1,0, 0.028882, 0.017856, 0.024370, 0.016466, 54.05, 0.858, 40.13, 0.137, 0.00, 0.000, 0.00, 0.000
23040,245792, 54.05, 52.60, 0.807, 0.861, 0.121843, 0.004329,1,1,0, 0.047078, 0.021343, 0.031104, 0.015930, 54.05, 0.807, 34.48, 0.160, 0.00, 0.000, 0.00, 0.000
23041,245802, 43.01, 52.60, 0.429, 0.775, 0.110603, 0.003033,1,1,0, 0.095519, 0.053606, 0.074265, 0.040410, 43.01, 0.429, 57.97, 0.213, 0.00, 0.000, 0.00, 0.000
23042,245813, 42.25, 52.60, 0.376, 0.697, 0.100130, 0.002125,1,1,0, 0.072685, 0.028572, 0.046228, 0.029951, 42.25, 0.376, 58.82, 0.336, 0.00, 0.000, 0.00, 0.000
23043,245824, 55.04, 52.60, 0.347, 0.627, 0.088766, 0.001489,1,1,0, 0.022160, 0.011319, 0.022323, 0.011178, 55.04, 0.347, 33.80, 0.097, 0.00, 0.000, 0.00, 0.000
23044,245834, 33.70, 53.21, 0.712, 0.722, 0.078237, 0.001044,1,1,0, 0.012211, 0.006555, 0.007529, 0.004928, 33.70, 0.712, 54.05, 0.669, 0.00, 0.000, 0.00, 0.000
23045,245845, 34.28, 53.21, 0.263, 0.649, 0.070908, 0.000731,1,1,0, 0.092280, 0.043448, 0.064715, 0.029371, 34.28, 0.263, 42.25, 0.236, 60.00, 0.058, 0.00, 0.000
23046,245856, 42.70, 48.80, 0.686, 0.689, 0.065274, 0.000512,1,1,0, 0.046528, 0.026544, 0.047541, 0.027818, 42.70, 0.686, 68.57, 0.130, 0.00, 0.000, 0.00, 0.000
23047,245866, 33.42, 42.34, 0.706, 0.709, 0.058605, 0.000359,1,1,0, 0.025037, 0.009305, 0.029876, 0.014660, 33.42, 0.706, 64.86, 0.212, 51.72, 0.093, 0.00, 0.000
23048,245877, 61.85, 50.53, 0.511, 0.517, 0.052132, 0.000251,1,1,0, 0.018875, 0.010177, 0.015450, 0.008427, 61.85, 0.511, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23049,245888, 34.78, 50.53, 0.270, 0.466, 0.130963, 0.505253,1,1,1, 0.385183, 0.094218, 0.275468, 0.066848, 34.78, 0.270, 41.23, 0.118, 65.93, 0.004, 0.00, 0.000
23050,245898, 36.47, 40.69, 0.513, 0.538, 0.307380, 0.365178,1,1,0, 0.444113, 0.271024, 0.375473, 0.225037, 36.47, 0.513, 74.53, 0.174, 0.00, 0.000, 0.00, 0.000
23051,245909, 51.28, 41.57, 0.731, 0.750, 0.557985, 0.870047,1,1,0, 0.694569, 0.383903, 0.703539, 0.325408, 51.28, 0.731, 31.57, 0.730, 42.55, 0.702, 41.95, 0.701
23052,245920, 50.63, 47.91, 0.815, 0.866, 0.508303, 0.609710,1,1,0, 0.607754, 0.209498, 0.459169, 0.190357, 50.63, 0.815, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23053,245930, 51.28, 50.27, 0.909, 0.934, 0.568448, 0.427273,1,1,0, 0.672808, 0.414674, 0.659257, 0.337594, 51.28, 0.909, 35.08, 0.144, 105.26, 0.014, 0.00, 0.000
23054,245941, 51.94, 51.44, 0.993, 0.995, 0.516328, 0.299424,1,1,0, 0.390056, 0.144282, 0.279456, 0.170112, 51.94, 0.993, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23055,245952, 52.17, 51.95, 0.999, 0.999, 0.556871, 0.296991,1,1,0, 0.653472, 0.397221, 0.645238, 0.345527, 52.17, 0.999, 35.50, 0.150, 107.14, 0.048, 0.00, 0.000
23056,245962, 52.17, 52.10, 0.999, 0.999, 0.505501, 0.208125,1,1,0, 0.426296, 0.226927, 0.266274, 0.161981, 52.17, 0.999, 34.38, 0.239, 102.56, 0.077, 0.00, 0.000
23057,245973, 52.17, 52.15, 0.999, 0.999, 0.536296, 0.252066,1,1,0, 0.627467, 0.349640, 0.629138, 0.336235, 52.17, 0.999, 34.78, 0.216, 104.34, 0.083, 0.00, 0.000
23058,245984, 52.17, 52.16, 0.999, 0.999, 0.494038, 0.194899,1,1,0, 0.448002, 0.252462, 0.549779, 0.188140, 52.17, 0.999, 35.08, 0.119, 105.26, 0.054, 0.00, 0.000
23059,245994, 52.17, 52.17, 0.999, 0.999, 0.511412, 0.221532,1,1,0, 0.606494, 0.321386, 0.610767, 0.304473, 52.17, 0.999, 103.44, 0.003, 0.00, 0.000, 0.00, 0.000
23060,246005, 52.17, 52.17, 0.999, 0.999, 0.540803, 0.287399,1,1,0, 0.599217, 0.362772, 0.597922, 0.314088, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23061,246016, 52.17, 52.17, 0.999, 0.999, 0.491372, 0.201403,1,1,0, 0.579148, 0.193017, 0.446060, 0.171629, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23062,246026, 52.17, 52.17, 0.999, 0.999, 0.523478, 0.254360,1,1,0, 0.596628, 0.398970, 0.584980, 0.328880, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23063,246037, 52.17, 52.17, 0.999, 0.999, 0.476045, 0.178250,1,1,0, 0.424494, 0.154214, 0.282950, 0.159545, 52.17, 0.999, 34.18, 0.001, 0.00, 0.000, 0.00, 0.000
23064,246048, 52.17, 52.17, 0.999, 0.999, 0.499904, 0.203045,1,1,0, 0.578229, 0.364743, 0.562237, 0.318066, 52.17, 0.999, 35.39, 0.110, 107.14, 0.037, 0.00, 0.000
23065,246058, 52.17, 52.17, 0.999, 0.999, 0.456255, 0.142290,1,1,0, 0.440136, 0.243321, 0.289485, 0.169171, 52.17, 0.999, 34.58, 0.231, 103.44, 0.081, 0.00, 0.000
23066,246069, 52.17, 52.17, 0.999, 0.999, 0.478903, 0.177020,1,1,0, 0.564224, 0.306452, 0.545017, 0.303135, 52.17, 0.999, 34.58, 0.200, 103.44, 0.084, 0.00, 0.000
23067,246080, 52.17, 52.17, 0.999, 0.999, 0.451837, 0.205129,1,1,0, 0.453076, 0.268884, 0.510506, 0.209644, 52.17, 0.999, 35.50, 0.114, 107.14, 0.050, 0.00, 0.000
23068,246090, 52.17, 52.17, 0.999, 0.999, 0.462091, 0.165240,1,1,0, 0.560217, 0.283792, 0.538853, 0.268524, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23069,246101, 52.17, 52.17, 0.999, 0.999, 0.489679, 0.204014,1,1,0, 0.547861, 0.351553, 0.527888, 0.305171, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23070,246112, 52.17, 52.17, 0.999, 0.999, 0.443230, 0.142969,1,1,0, 0.506867, 0.160678, 0.391874, 0.140552, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23071,246122, 52.17, 52.17, 0.999, 0.999, 0.466371, 0.169887,1,1,0, 0.526443, 0.369867, 0.509992, 0.308468, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23072,246133, 52.17, 52.17, 0.999, 0.999, 0.424732, 0.119053,1,1,0, 0.439874, 0.165212, 0.298648, 0.153671, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23073,246144, 52.17, 52.17, 0.999, 0.999, 0.447241, 0.160294,1,1,0, 0.511500, 0.332660, 0.499932, 0.290053, 52.17, 0.999, 35.29, 0.077, 106.19, 0.026, 0.00, 0.000
23074,246154, 52.17, 52.17, 0.999, 0.999, 0.410258, 0.112331,1,1,0, 0.467928, 0.254576, 0.302241, 0.175887, 52.17, 0.999, 34.88, 0.145, 104.34, 0.047, 0.00, 0.000
23075,246165, 52.17, 52.17, 0.999, 0.999, 0.432529, 0.155618,1,1,0, 0.503919, 0.267942, 0.495613, 0.272404, 52.17, 0.999, 34.28, 0.163, 102.56, 0.036, 0.00, 0.000
23076,246176, 52.17, 52.17, 0.999, 0.999, 0.410804, 0.161707,1,1,0, 0.464100, 0.267985, 0.457053, 0.215403, 52.17, 0.999, 35.71, 0.086, 108.10, 0.004, 0.00, 0.000
23077,246186, 52.17, 52.17, 0.999, 0.999, 0.410626, 0.131906,1,1,0, 0.485990, 0.241872, 0.481093, 0.226321, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23078,246197, 52.17, 52.17, 0.999, 0.999, 0.433330, 0.168760,1,1,0, 0.467771, 0.330018, 0.467570, 0.288701, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23079,246208, 52.17, 52.17, 0.999, 0.999, 0.390805, 0.118264,1,1,0, 0.413615, 0.137314, 0.320318, 0.113422, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23080,246218, 52.17, 52.17, 0.999, 0.999, 0.416139, 0.160896,1,1,0, 0.468636, 0.345334, 0.458974, 0.291089, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23081,246229, 52.17, 52.17, 0.999, 0.999, 0.379883, 0.112752,1,1,0, 0.460730, 0.182808, 0.310785, 0.155927, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23082,246240, 52.17, 52.17, 0.999, 0.999, 0.399539, 0.148719,1,1,0, 0.470000, 0.295777, 0.450505, 0.259809, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23083,246250, 52.17, 52.17, 0.999, 0.999, 0.367397, 0.104219,1,1,0, 0.464162, 0.253003, 0.310383, 0.176842, 52.17, 0.999, 35.08, 0.059, 0.00, 0.000, 0.00, 0.000
23084,246261, 52.17, 52.17, 0.999, 0.999, 0.379030, 0.128419,1,1,0, 0.425618, 0.223472, 0.436432, 0.234267, 52.17, 0.999, 33.89, 0.103, 0.00, 0.000, 0.00, 0.000
23085,246272, 52.40, 52.26, 0.997, 0.997, 0.351997, 0.089993,1,1,0, 0.389503, 0.227621, 0.353535, 0.189498, 52.40, 0.997, 36.03, 0.051, 0.00, 0.000, 0.00, 0.000
23086,246282, 52.63, 52.42, 0.996, 0.997, 0.322306, 0.063065,1,1,0, 0.341921, 0.159283, 0.359871, 0.150353, 52.63, 0.996, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23087,246293, 53.33, 52.80, 0.972, 0.979, 0.297208, 0.044195,1,1,0, 0.195089, 0.147975, 0.202188, 0.130146, 53.33, 0.972, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23088,246304, 54.29, 53.43, 0.977, 0.983, 0.265415, 0.030971,1,1,0, 0.090915, 0.056126, 0.075888, 0.047413, 54.29, 0.977, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23089,246314, 55.81, 54.43, 0.937, 0.955, 0.236083, 0.021703,1,1,0, 0.079035, 0.045043, 0.084097, 0.041534, 55.81, 0.937, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23090,246325, 57.97, 55.91, 0.947, 0.962, 0.209529, 0.015209,1,1,0, 0.044973, 0.026445, 0.041418, 0.026030, 57.97, 0.947, 30.22, 0.931, 0.00, 0.000, 0.00, 0.000
23091,246336, 59.11, 57.26, 0.905, 0.931, 0.184747, 0.010658,1,1,0, 0.022452, 0.014328, 0.022029, 0.011730, 59.11, 0.905, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23092,246346, 63.15, 59.73, 0.926, 0.947, 0.162892, 0.007469,1,1,0, 0.015679, 0.010824, 0.018342, 0.010803, 63.15, 0.926, 32.25, 0.883, 0.00, 0.000, 0.00, 0.000
23093,246357, 33.24, 62.18, 0.942, 0.915, 0.143721, 0.005234,1,1,0, 0.016809, 0.012253, 0.013920, 0.010115, 33.24, 0.942, 65.57, 0.882, 0.00, 0.000, 0.00, 0.000
23094,246368, 32.87, 49.87, 0.935, 0.952, 0.126563, 0.003668,1,1,0, 0.015733, 0.009711, 0.013391, 0.007472, 32.87, 0.935, 65.57, 0.918, 0.00, 0.000, 0.00, 0.000
23095,246378, 63.15, 55.45, 0.956, 0.968, 0.111538, 0.002570,1,1,0, 0.012146, 0.007159, 0.012347, 0.007305, 63.15, 0.956, 31.33, 0.956, 0.00, 0.000, 0.00, 0.000
23096,246389, 30.69, 45.05, 0.959, 0.970, 0.098190, 0.001801,1,1,0, 0.008853, 0.005913, 0.009069, 0.004954, 30.69, 0.959, 63.15, 0.951, 0.00, 0.000, 0.00, 0.000
23097,246400, 30.84, 39.08, 0.934, 0.952, 0.086334, 0.001262,1,1,0, 0.008998, 0.005368, 0.005082, 0.003515, 30.84, 0.934, 63.49, 0.932, 0.00, 0.000, 0.00, 0.000
23098,246410, 30.92, 35.66, 0.963, 0.973, 0.075898, 0.000884,1,1,0, 0.004710, 0.002511, 0.005792, 0.003172, 30.92, 0.963, 63.82, 0.920, 0.00, 0.000, 0.00, 0.000
23099,246421, 66.29, 48.52, 0.912, 0.936, 0.066681, 0.000619,1,1,0, 0.005291, 0.002999, 0.004397, 0.002469, 66.29, 0.912, 31.49, 0.766, 33.42, 0.762, 0.00, 0.000
23100,246432, 67.03, 56.30, 0.825, 0.838, 0.058462, 0.000434,1,1,0, 0.005019, 0.002442, 0.002371, 0.000964, 67.03, 0.825, 34.18, 0.284, 30.45, 0.282, 0.00, 0.000
23101,246442, 32.43, 46.27, 0.911, 0.926, 0.051480, 0.000304,1,1,0, 0.008795, 0.006637, 0.004864, 0.002814, 32.43, 0.911, 67.03, 0.774, 0.00, 0.000, 0.00, 0.000
23102,246453, 68.57, 46.27, 0.378, 0.834, 0.045209, 0.000213,1,1,0, 0.003122, 0.001618, 0.002674, 0.001482, 68.57, 0.378, 54.29, 0.161, 34.48, 0.006, 0.00, 0.000
23103,246464, 30.07, 46.27, 0.258, 0.750, 0.039726, 0.000149,1,1,0, 0.003347, 0.001760, 0.002834, 0.001485, 30.07, 0.258, 70.17, 0.183, 53.33, 0.149, 0.00, 0.000
23104,246474, 30.69, 39.73, 0.497, 0.501, 0.034955, 0.000104,1,1,0, 0.006173, 0.003373, 0.002808, 0.001625, 30.69, 0.497, 69.76, 0.360, 53.09, 0.351, 34.09, 0.285
23105,246485, 69.36, 52.17, 0.632, 0.645, 0.030758, 0.000073,1,1,0, 0.005116, 0.001848, 0.002769, 0.001510, 69.36, 0.632, 230.76, 0.373, 99.17, 0.342, 34.98, 0.281
23106,246496, 34.48, 44.74, 0.607, 0.618, 0.027029, 0.000051,1,1,0, 0.003308, 0.001710, 0.001593, 0.000959, 34.48, 0.607, 30.15, 0.504, 68.96, 0.393, 244.89, 0.240
23107,246506, 53.33, 48.35, 0.891, 0.901, 0.023808, 0.000036,1,1,0, 0.003566, 0.002111, 0.003170, 0.001581, 53.33, 0.891, 66.29, 0.333, 0.00, 0.000, 0.00, 0.000
23108,246517, 35.19, 42.82, 0.679, 0.684, 0.020953, 0.000025,1,1,0, 0.004318, 0.002939, 0.002054, 0.001095, 35.19, 0.679, 31.08, 0.527, 52.86, 0.465, 69.36, 0.363
23109,246528, 99.17, 42.82, 0.330, 0.615, 0.018460, 0.000017,1,1,0, 0.003584, 0.002310, 0.002964, 0.001264, 99.17, 0.330, 70.58, 0.209, 235.29, 0.209, 41.52, 0.073
23110,246538, 103.44, 68.28, 0.564, 0.568, 0.016544, 0.000012,1,1,0, 0.010586, 0.005747, 0.006761, 0.003585, 103.44, 0.564, 49.79, 0.042, 0.00, 0.000, 0.00, 0.000
23111,246549, 114.28, 66.13, 0.711, 0.701, 0.015234, 0.000008,1,1,0, 0.030211, 0.018707, 0.012551, 0.007186, 114.28, 0.711, 63.15, 0.675, 33.89, 0.262, 0.00, 0.000
23112,246560, 39.73, 66.13, 0.104, 0.631, 0.372252, 0.794169,1,1,1, 0.694363, 0.320280, 0.506219, 0.223717, 39.73, 0.104, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23113,246570, 37.61, 56.68, 0.439, 0.473, 0.431426, 0.556537,1,1,0, 0.539495, 0.286704, 0.518114, 0.272929, 37.61, 0.439, 52.63, 0.436, 0.00, 0.000, 0.00, 0.000
23114,246581, 50.42, 52.29, 0.801, 0.841, 0.788713, 0.894216,1,1,0, 0.988538, 0.608217, 1.006242, 0.498089, 50.42, 0.801, 34.38, 0.063, 103.44, 0.055, 0.00, 0.000
23115,246592, 50.63, 51.13, 0.851, 0.893, 0.715719, 0.626648,1,1,0, 0.540369, 0.194866, 0.379636, 0.231046, 50.63, 0.851, 103.44, 0.044, 0.00, 0.000, 0.00, 0.000
23116,246602, 51.50, 51.39, 0.957, 0.969, 0.792348, 0.483617,1,1,0, 0.942211, 0.565070, 0.930949, 0.490245, 51.50, 0.957, 35.19, 0.337, 106.19, 0.100, 0.00, 0.000
23117,246613, 52.17, 51.93, 0.996, 0.997, 0.719706, 0.338909,1,1,0, 0.610892, 0.323367, 0.377557, 0.232272, 52.17, 0.996, 34.68, 0.178, 103.44, 0.080, 0.00, 0.000
23118,246624, 52.17, 52.10, 0.999, 0.999, 0.769100, 0.384083,1,1,0, 0.910046, 0.492237, 0.907380, 0.473536, 52.17, 0.999, 34.78, 0.249, 104.34, 0.097, 0.00, 0.000
23119,246634, 52.17, 52.15, 0.999, 0.999, 0.707051, 0.269157,1,1,0, 0.640362, 0.358545, 0.779709, 0.268904, 52.17, 0.999, 35.29, 0.125, 106.19, 0.057, 0.00, 0.000
23120,246645, 52.17, 52.16, 0.999, 0.999, 0.732741, 0.320810,1,1,0, 0.874144, 0.450128, 0.878387, 0.426584, 52.17, 0.999, 103.44, 0.000, 0.00, 0.000, 0.00, 0.000
23121,246656, 52.17, 52.17, 0.999, 0.999, 0.767913, 0.398251,1,1,0, 0.842458, 0.507348, 0.850843, 0.438913, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23122,246666, 52.17, 52.17, 0.999, 0.999, 0.696241, 0.279086,1,1,0, 0.769284, 0.254503, 0.580098, 0.227116, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23123,246677, 52.17, 52.17, 0.999, 0.999, 0.735154, 0.355285,1,1,0, 0.816681, 0.548925, 0.827195, 0.453652, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23124,246688, 52.17, 52.17, 0.999, 0.999, 0.668479, 0.248976,1,1,0, 0.603139, 0.222669, 0.390881, 0.219774, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23125,246698, 52.17, 52.17, 0.999, 0.999, 0.705263, 0.318626,1,1,0, 0.795279, 0.503394, 0.806428, 0.440031, 52.17, 0.999, 35.39, 0.100, 107.14, 0.018, 0.00, 0.000
23126,246709, 52.17, 52.17, 0.999, 0.999, 0.643386, 0.223286,1,1,0, 0.620499, 0.341082, 0.392956, 0.231955, 52.17, 0.999, 34.68, 0.171, 104.34, 0.039, 0.00, 0.000
23127,246720, 52.17, 52.17, 0.999, 0.999, 0.672599, 0.273314,1,1,0, 0.770500, 0.419540, 0.780092, 0.417549, 52.17, 0.999, 34.48, 0.152, 103.44, 0.032, 0.00, 0.000
23128,246730, 52.17, 52.17, 0.999, 0.999, 0.641957, 0.330463,1,1,0, 0.622978, 0.374008, 0.736472, 0.298387, 52.17, 0.999, 35.60, 0.060, 0.00, 0.000, 0.00, 0.000
23129,246741, 52.17, 52.17, 0.999, 0.999, 0.638737, 0.241566,1,1,0, 0.747860, 0.376462, 0.757019, 0.351410, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23130,246752, 52.17, 52.17, 0.999, 0.999, 0.674206, 0.306744,1,1,0, 0.728317, 0.487720, 0.736184, 0.421598, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23131,246762, 52.17, 52.17, 0.999, 0.999, 0.609886, 0.214960,1,1,0, 0.640540, 0.206481, 0.467308, 0.180425, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23132,246773, 52.17, 52.17, 0.999, 0.999, 0.643496, 0.268646,1,1,0, 0.706741, 0.506945, 0.714577, 0.421670, 52.17, 0.999, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23133,246784, 52.17, 52.17, 0.977, 0.983, 0.585162, 0.188261,1,1,0, 0.367794, 0.198302, 0.260616, 0.185326, 52.17, 0.977, 32.08, 0.009, 0.00, 0.000, 0.00, 0.000
23134,246794, 52.17, 52.17, 0.926, 0.947, 0.538029, 0.131930,1,1,0, 0.480291, 0.334300, 0.475597, 0.263127, 52.17, 0.926, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23135,246805, 52.63, 52.36, 0.891, 0.922, 0.491683, 0.092453,1,1,0, 0.278656, 0.191634, 0.273451, 0.186611, 52.63, 0.891, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23136,246816, 54.05, 53.07, 0.745, 0.816, 0.441726, 0.064789,1,1,0, 0.182133, 0.104161, 0.230686, 0.116763, 54.05, 0.745, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23137,246826, 56.33, 54.44, 0.977, 0.983, 0.394654, 0.045403,1,1,0, 0.124015, 0.087200, 0.099999, 0.070625, 56.33, 0.977, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23138,246837, 57.14, 55.57, 0.960, 0.971, 0.349236, 0.031817,1,1,0, 0.073490, 0.043574, 0.054092, 0.035235, 57.14, 0.960, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23139,246848, 56.33, 55.89, 0.948, 0.962, 0.307796, 0.022297,1,1,0, 0.029211, 0.018876, 0.036269, 0.019911, 56.33, 0.948, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23140,246858, 30.53, 57.49, 0.976, 0.870, 0.271271, 0.015625,1,1,0, 0.032109, 0.021633, 0.026987, 0.017063, 30.53, 0.976, 59.70, 0.820, 0.00, 0.000, 0.00, 0.000
23141,246869, 37.03, 57.49, 0.351, 0.783, 0.247950, 0.018174,1,1,0, 0.386626, 0.183578, 0.254281, 0.111033, 37.03, 0.351, 85.10, 0.296, 0.00, 0.000, 0.00, 0.000
23142,246880, 38.58, 44.25, 0.835, 0.862, 0.275619, 0.156057,1,1,1, 0.275362, 0.198802, 0.327507, 0.174138, 38.58, 0.835, 0.00, 0.000, 0.00, 0.000, 0.00, 0.000
23143,246890, 33.14, 48.13, 0.839, 0.821, 0.479951, 0.650655,1,1,0, 0.620856, 0.367928, 0.610915, 0.297903, 33.14, 0.839, 49.79, 0.755, 0.00, 0.000, 0.00, 0.000
